,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.0905982905983,0.328205128205,0.0,0.276923076923,0.193162393162,0.261538461538,0.0957264957265,0.157264957265,0.124786324786,0.671794871795,0.107692307692,0.548717948718,0.548717948718,0.644444444444,0.405128205128,0.435897435897,0.398290598291,0.569230769231,0.329914529915,0.48547008547,0.377777777778,0.411965811966,0.263247863248,0.367521367521,0.475213675214,0.764102564103,0.347008547009,0.664957264957,0.731623931624,0.841025641026,0.622222222222,0.791452991453,0.767521367521,0.767521367521,0.560683760684,0.68547008547,0.671794871795,1.0,0.57264957265,0.868376068376,0.0
1,0.967248908297,1.0,0.450873362445,0.550218340611,0.57423580786,0.694323144105,0.235807860262,0.294759825328,0.302401746725,0.606986899563,0.10480349345,0.386462882096,0.471615720524,0.497816593886,0.113537117904,0.229257641921,0.231441048035,0.314410480349,0.0,0.132096069869,0.192139737991,0.335152838428,0.115720524017,0.267467248908,0.2903930131,0.363537117904,0.150655021834,0.286026200873,0.225982532751,0.556768558952,0.225982532751,0.534934497817,0.517467248908,0.541484716157,0.295851528384,0.510917030568,0.498908296943,0.63864628821,0.498908296943,0.573144104803,0.0
2,0.898936170213,1.0,0.867021276596,0.88829787234,0.893617021277,0.925531914894,0.872340425532,0.88829787234,0.909574468085,0.925531914894,0.632978723404,0.659574468085,0.739361702128,0.776595744681,0.686170212766,0.75,0.765957446809,0.803191489362,0.675531914894,0.771276595745,0.43085106383,0.510638297872,0.18085106383,0.457446808511,0.537234042553,0.670212765957,0.526595744681,0.61170212766,0.537234042553,0.563829787234,0.38829787234,0.409574468085,0.367021276596,0.425531914894,0.13829787234,0.159574468085,0.175531914894,0.255319148936,0.0,0.0585106382979,0.0
3,0.400299850075,0.892053973013,0.314842578711,0.64167916042,0.953523238381,1.0,0.565217391304,0.631184407796,0.605697151424,0.628185907046,0.265367316342,0.35832083958,0.340329835082,0.385307346327,0.142428785607,0.184407796102,0.190404797601,0.565217391304,0.190404797601,0.500749625187,0.428785607196,0.527736131934,0.229385307346,0.293853073463,0.325337331334,0.430284857571,0.0,0.0824587706147,0.160419790105,0.383808095952,0.0824587706147,0.223388305847,0.257871064468,0.487256371814,0.1964017991,0.454272863568,0.475262368816,0.529235382309,0.260869565217,0.515742128936,0.0
4,0.936123348018,1.0,0.667400881057,0.770925110132,0.533039647577,0.603524229075,0.23127753304,0.370044052863,0.433920704846,0.517621145374,0.189427312775,0.264317180617,0.383259911894,0.511013215859,0.26872246696,0.407488986784,0.473568281938,0.555066079295,0.303964757709,0.321585903084,0.354625550661,0.561674008811,0.354625550661,0.497797356828,0.396475770925,0.544052863436,0.229074889868,0.504405286344,0.528634361233,0.632158590308,0.308370044053,0.348017621145,0.264317180617,0.297356828194,0.0,0.235682819383,0.235682819383,0.38986784141,0.154185022026,0.310572687225,1.0
5,0.407307171854,0.464140730717,0.169147496617,0.284167794317,0.366711772666,0.366711772666,0.0974289580514,0.125845737483,0.113667117727,0.247631935047,0.0,0.085250338295,0.19350473613,0.594046008119,0.179972936401,0.542625169147,0.599458728011,0.924221921516,0.599458728011,0.810554803789,0.759133964817,1.0,0.577807848444,0.615696887686,0.669824086604,0.77401894452,0.221921515562,0.300405953992,0.234100135318,0.489851150203,0.230040595399,0.278755074425,0.392422192152,0.805142083897,0.391069012179,0.764546684709,0.650879566982,0.912043301759,0.630581867388,0.845737483085,0.0
6,0.418367346939,0.478571428571,0.177551020408,0.240306122449,0.246428571429,0.307142857143,0.0969387755102,0.189795918367,0.102040816327,0.204081632653,0.0,0.150510204082,0.204081632653,0.48112244898,0.0918367346939,0.157142857143,0.112755102041,0.223469387755,0.0408163265306,0.110204081633,0.0867346938776,0.474489795918,0.0836734693878,0.386224489796,0.357142857143,0.371428571429,0.183673469388,0.249489795918,0.285714285714,0.621428571429,0.277551020408,0.597448979592,0.602040816327,0.884693877551,0.530612244898,0.857653061224,0.651530612245,1.0,0.602040816327,0.936224489796,0.0
7,0.357142857143,0.375,0.0,0.285714285714,0.446428571429,0.666666666667,0.14880952381,0.392857142857,0.714285714286,1.0,0.535714285714,0.821428571429,0.708333333333,0.994047619048,0.214285714286,0.297619047619,0.345238095238,0.833333333333,0.297619047619,0.767857142857,0.910714285714,0.982142857143,0.416666666667,0.517857142857,0.744047619048,0.833333333333,0.583333333333,0.672619047619,0.815476190476,0.833333333333,0.428571428571,0.511904761905,0.60119047619,0.708333333333,0.47619047619,0.583333333333,0.577380952381,0.708333333333,0.416666666667,0.5,0.0
8,0.985795454545,1.0,0.673295454545,0.704545454545,0.738636363636,0.772727272727,0.53125,0.579545454545,0.605113636364,0.78125,0.559659090909,0.642045454545,0.707386363636,0.775568181818,0.303977272727,0.571022727273,0.568181818182,0.642045454545,0.275568181818,0.323863636364,0.485795454545,0.485795454545,0.335227272727,0.377840909091,0.417613636364,0.471590909091,0.267045454545,0.315340909091,0.349431818182,0.431818181818,0.201704545455,0.258522727273,0.360795454545,0.360795454545,0.0,0.0994318181818,0.127840909091,0.261363636364,0.0625,0.1875,0.0
9,0.505617977528,0.539325842697,0.209737827715,0.2734082397,0.411985018727,0.445692883895,0.0674157303371,0.112359550562,0.112359550562,0.404494382022,0.0,0.352059925094,0.441947565543,0.569288389513,0.337078651685,0.539325842697,0.561797752809,0.752808988764,0.501872659176,0.707865168539,0.730337078652,0.85393258427,0.647940074906,0.782771535581,0.831460674157,1.0,0.681647940075,0.928838951311,0.861423220974,0.876404494382,0.715355805243,0.779026217228,0.786516853933,0.857677902622,0.569288389513,0.644194756554,0.63670411985,0.741573033708,0.531835205993,0.573033707865,0.0
10,0.0,0.365842313358,0.0,0.265291883092,0.325916737732,0.389177455617,0.265291883092,0.343049848825,0.381269865881,0.924102643616,0.302581595473,0.763780137995,0.784556942399,1.0,0.569191410187,0.612140476006,0.696875726801,0.783626637724,0.365919838747,0.443212652144,0.443212652144,0.626095046128,0.398558027754,0.489417784324,0.423133576246,0.555081789286,0.365919838747,0.51686177223,0.517171873789,0.626405147686,0.427940150399,0.461431118691,0.398635553144,0.565935343825,0.396929994573,0.419489882937,0.41708659586,0.469493759206,0.319404605008,0.400728738662,0.0
